"","V1"
"865",3
"866",3
"867",3
"868",3
"869",3
"870",3
"871",3
"872",3
"873",3
"874",3
"875",3
"876",3
"877",3
"878",4
"879",1
"880",3
"881",3
"882",3
"883",3
"884",6
"885",3
"886",3
"887",3
"888",3
"889",3
"890",3
"891",3
"892",3
"893",3
"894",6
"895",3
"896",3
"897",3
"898",3
"899",1
"900",3
"901",3
"902",3
"903",3
"904",3
"905",3
"906",3
"907",3
"908",3
"909",3
"910",3
"911",6
"912",3
"913",3
"914",3
"915",3
"916",3
"917",3
"918",3
"919",3
"920",3
"921",3
"922",3
"923",3
"924",3
"925",3
"926",3
"927",3
"928",3
"929",3
"930",3
"931",3
"932",3
"933",4
"934",3
"935",3
"936",3
"937",3
"938",3
"939",3
"940",3
"941",3
"942",3
"943",3
"944",3
"945",3
"946",3
"947",3
"948",3
"949",3
"950",3
"951",3
"952",3
"953",3
"954",3
"955",3
"956",3
"957",4
"958",3
"959",3
"960",3
"961",3
"962",3
"963",3
"964",1
"965",3
"966",3
"967",6
"968",3
"969",3
"970",3
"971",6
"972",3
"973",3
"974",4
"975",3
"976",3
"977",1
"978",6
"979",3
"980",3
"981",4
"982",3
"983",3
"984",1
"985",6
"986",3
"987",3
"988",3
"989",3
"990",3
"991",3
"992",2
"993",1
"994",3
"995",3
"996",1
"997",3
"998",3
"999",3
"1000",3
"1001",3
"1002",3
"1003",5
"1004",3
"1005",3
"1006",3
"1007",3
"1008",3
"1009",3
"1010",3
"1011",3
"1012",3
"1013",1
"1014",3
"1015",3
"1016",3
"1017",3
"1018",1
"1019",3
"1020",3
"1021",3
"1022",2
"1023",3
"1024",3
"1025",3
"1026",1
"1027",7
"1028",3
"1029",3
"1030",3
"1031",3
"1032",3
"1033",3
"1034",3
"1035",6
"1036",3
"1037",7
"1038",3
"1039",3
"1040",3
"1041",3
"1042",7
"1043",3
"1044",3
"1045",3
"1046",3
"1047",3
"1048",3
"1049",3
"1050",3
"1051",3
"1052",3
"1053",3
"1054",1
"1055",3
"1056",3
"1057",3
"1058",3
"1059",1
"1060",3
"1061",3
"1062",3
"1063",3
"1064",3
"1065",1
"1066",3
"1067",3
"1068",3
"1069",3
"1070",1
"1071",3
"1072",3
"1073",3
"1074",3
"1075",3
"1076",3
"1077",3
"1078",3
"1079",3
"1080",3
"1081",1
"1082",3
"1083",4
"1084",1
"1085",2
"1086",1
"1087",4
"1088",3
"1089",3
"1090",1
"1091",1
"1092",3
"1093",4
"1094",3
"1095",3
"1096",4
"1097",1
"1098",1
"1099",1
"1100",1
"1101",6
"1102",3
"1103",1
"1104",2
"1105",1
"1106",1
"1107",2
"1108",1
"1109",1
"1110",1
"1111",5
"1112",1
"1113",5
"1114",2
"1115",1
"1116",4
"1117",1
"1118",5
"1119",1
"1120",4
"1121",3
"1122",1
"1123",3
"1124",3
"1125",4
"1126",3
"1127",3
"1128",1
"1129",3
"1130",2
"1131",4
"1132",3
"1133",2
"1134",3
"1135",4
"1136",4
"1137",3
"1138",4
"1139",1
"1140",2
"1141",3
"1142",4
"1143",1
"1144",1
"1145",3
"1146",1
"1147",1
"1148",1
"1149",1
"1150",3
"1151",1
"1152",1
"1153",1
"1154",2
"1155",1
"1156",1
"1157",6
"1158",1
"1159",1
"1160",1
"1161",4
"1162",1
"1163",5
"1164",6
"1165",1
"1166",1
"1167",6
"1168",3
"1169",3
"1170",1
"1171",1
"1172",6
"1173",3
"1174",2
"1175",6
"1176",1
"1177",3
"1178",1
"1179",1
"1180",1
"1181",1
"1182",3
"1183",4
"1184",2
"1185",3
"1186",4
"1187",2
"1188",1
"1189",1
"1190",1
"1191",6
"1192",2
"1193",4
"1194",3
"1195",1
"1196",1
"1197",3
"1198",6
"1199",6
"1200",1
"1201",3
"1202",1
"1203",1
"1204",3
"1205",1
"1206",1
"1207",1
"1208",1
"1209",2
"1210",6
"1211",1
"1212",1
"1213",1
"1214",1
"1215",4
"1216",1
"1217",1
"1218",1
"1219",2
"1220",2
"1221",5
"1222",1
"1223",2
"1224",6
"1225",5
"1226",4
"1227",1
"1228",6
"1229",1
"1230",1
"1231",1
"1232",4
"1233",1
"1234",2
"1235",6
"1236",4
"1237",1
"1238",1
"1239",6
"1240",2
"1241",1
"1242",6
"1243",1
"1244",2
"1245",6
"1246",2
"1247",1
"1248",6
"1249",6
"1250",1
"1251",1
"1252",1
"1253",1
"1254",1
"1255",5
"1256",1
"1257",1
"1258",6
"1259",2
"1260",5
"1261",5
"1262",3
"1263",1
"1264",6
"1265",3
"1266",1
"1267",6
"1268",2
"1269",4
"1270",6
"1271",1
"1272",2
"1273",1
"1274",1
"1275",1
"1276",1
"1277",2
"1278",2
"1279",2
"1280",1
"1281",1
"1282",2
"1283",2
"1284",1
"1285",1
"1286",2
"1287",2
"1288",1
"1289",1
"1290",1
"1291",1
"1292",6
"1293",1
"1294",6
"1295",1
"1296",5
"1297",1
"1298",1
"1299",1
"1300",1
"1301",1
"1302",1
"1303",1
"1304",1
"1305",6
"1306",2
"1307",6
"1308",5
"1309",2
"1310",6
"1311",2
"1312",1
"1313",1
"1314",1
"1315",1
"1316",1
"1317",4
"1318",4
"1319",4
"1320",1
"1321",5
"1322",7
"1323",7
"1324",3
"1325",4
"1326",3
"1327",3
"1328",3
"1329",3
"1330",4
"1331",4
"1332",3
"1333",3
"1334",2
"1335",3
"1336",3
"1337",6
"1338",6
"1339",3
"1340",3
"1341",1
"1342",3
"1343",6
"1344",3
"1345",6
"1346",3
"1347",3
"1348",3
"1349",1
"1350",3
"1351",1
"1352",4
"1353",3
"1354",3
"1355",3
"1356",1
"1357",4
"1358",3
"1359",3
"1360",3
"1361",3
"1362",5
"1363",3
"1364",2
"1365",3
"1366",3
"1367",3
"1368",4
"1369",3
"1370",4
"1371",5
"1372",4
"1373",4
"1374",3
"1375",3
"1376",4
"1377",4
"1378",4
"1379",4
"1380",3
"1381",3
"1382",4
"1383",5
"1384",3
"1385",4
"1386",4
"1387",4
"1388",4
"1389",3
"1390",4
"1391",3
"1392",3
"1393",3
"1394",7
"1395",3
"1396",3
"1397",4
"1398",4
"1399",3
"1400",4
"1401",5
"1402",4
"1403",5
"1404",3
"1405",4
"1406",5
"1407",3
"1408",4
"1409",4
"1410",3
"1411",4
"1412",6
"1413",4
"1414",5
"1415",4
"1416",4
"1417",4
"1418",4
"1419",5
"1420",5
"1421",4
"1422",4
"1423",5
"1424",4
"1425",5
"1426",1
"1427",4
"1428",1
"1429",4
"1430",4
"1431",6
"1432",4
"1433",5
"1434",4
"1435",4
"1436",6
"1437",4
"1438",4
"1439",4
"1440",6
"1441",4
"1442",3
"1443",1
"1444",4
"1445",5
"1446",4
"1447",3
"1448",2
"1449",4
"1450",1
"1451",4
"1452",6
"1453",3
"1454",2
"1455",6
"1456",4
"1457",4
"1458",4
"1459",6
"1460",4
"1461",3
"1462",3
"1463",4
"1464",4
"1465",1
"1466",4
"1467",6
"1468",5
"1469",4
"1470",4
"1471",6
"1472",3
"1473",3
"1474",3
"1475",3
"1476",4
"1477",3
"1478",4
"1479",6
"1480",4
"1481",3
"1482",4
"1483",6
"1484",4
"1485",3
"1486",1
"1487",3
"1488",5
"1489",3
"1490",6
"1491",5
"1492",4
"1493",2
"1494",4
"1495",3
"1496",3
"1497",6
"1498",3
"1499",3
"1500",3
"1501",4
"1502",3
"1503",5
"1504",5
"1505",3
"1506",3
"1507",4
"1508",3
"1509",5
"1510",3
"1511",3
"1512",3
"1513",3
"1514",3
"1515",3
"1516",4
"1517",4
"1518",3
"1519",3
"1520",5
"1521",6
"1522",4
"1523",5
"1524",5
"1525",3
"1526",4
"1527",3
"1528",3
"1529",5
"1530",3
"1531",3
"1532",4
"1533",1
"1534",4
"1535",5
"1536",4
"1537",4
"1538",4
"1539",3
"1540",3
"1541",4
"1542",4
"1543",2
"1544",4
"1545",6
"1546",4
"1547",3
"1548",4
"1549",4
"1550",3
"1551",1
"1552",3
"1553",4
"1554",5
"1555",6
"1556",2
"1557",3
"1558",2
"1559",3
"1560",3
"1561",2
"1562",5
"1563",2
"1564",6
"1565",2
"1566",3
"1567",3
"1568",3
"1569",6
"1570",3
"1571",5
"1572",2
"1573",5
"1574",3
"1575",3
"1576",3
"1577",3
"1578",4
"1579",3
"1580",5
"1581",3
"1582",3
"1583",7
"1584",3
"1585",5
"1586",3
"1587",5
"1588",3
"1589",5
"1590",3
"1591",2
"1592",3
"1593",3
"1594",1
"1595",4
"1596",5
"1597",3
"1598",3
"1599",3
"1600",5
"1601",1
"1602",1
"1603",2
"1604",4
"1605",4
"1606",2
"1607",5
"1608",3
"1609",2
"1610",3
"1611",3
"1612",3
"1613",5
"1614",3
"1615",5
"1616",4
"1617",4
"1618",5
"1619",3
"1620",3
"1621",3
"1622",5
"1623",6
"1624",5
"1625",5
"1626",5
"1627",5
"1628",4
"1629",1
"1630",4
"1631",5
"1632",3
"1633",6
"1634",3
"1635",3
"1636",4
"1637",3
"1638",3
"1639",3
"1640",2
"1641",2
"1642",5
"1643",4
"1644",4
"1645",2
"1646",5
"1647",6
"1648",3
"1649",2
"1650",5
"1651",3
"1652",3
"1653",3
"1654",3
"1655",3
"1656",4
"1657",3
"1658",5
"1659",2
"1660",3
"1661",3
"1662",5
"1663",4
"1664",3
"1665",3
"1666",1
"1667",6
"1668",1
"1669",4
"1670",3
"1671",3
"1672",4
"1673",4
"1674",4
"1675",1
"1676",3
"1677",3
"1678",3
"1679",3
"1680",5
"1681",4
"1682",5
"1683",3
"1684",3
"1685",1
"1687",3
"1688",4
"1689",6
"1690",4
"1691",1
"1692",4
"1693",1
"1694",3
"1695",1
"1696",1
"1697",1
"1698",4
"1699",1
"1700",4
"1701",4
"1702",1
"1703",7
"1705",4
"1706",7
"1707",7
"1708",4
"1709",7
"1710",7
"1711",4
"1712",7
"1713",7
"1714",1
"1715",1
"1716",7
"1717",7
"1718",3
"1719",7
"1720",7
"1721",7
"1722",7
"1723",7
"1724",5
"1725",4
"1726",7
"1727",7
"1728",2
"1729",6
"1730",6
"1731",6
"1732",7
"1733",1
"1734",7
"1735",7
"1736",3
"1737",7
"1738",7
"1739",1
"1740",7
"1741",2
"1742",7
"1743",4
"1744",7
"1745",4
"1746",4
"1747",4
"1748",7
"1749",7
"1750",7
"1751",4
"1752",4
"1753",6
"1754",7
"1755",7
"1756",7
"1757",7
"1758",7
"1759",7
"1760",4
"1761",4
"1762",6
"1763",4
"1764",4
"1765",4
"1766",7
"1767",7
"1768",7
"1769",4
"1770",7
"1771",7
"1772",4
"1773",7
"1774",4
"1775",4
"1776",4
"1777",4
"1778",7
"1779",4
"1780",4
"1781",4
"1782",4
"1783",2
"1784",3
"1785",4
"1786",4
"1787",4
"1788",7
"1789",4
"1790",7
"1791",4
"1792",1
"1793",4
"1794",7
"1795",4
"1796",7
"1797",7
"1798",7
"1799",7
"1800",7
"1801",7
"1802",4
"1803",7
"1804",7
"1805",4
"1806",7
"1807",4
"1808",4
"1809",7
"1810",1
"1811",4
"1812",1
"1813",4
"1814",1
"1815",2
"1816",7
"1817",7
"1818",7
"1819",4
"1820",4
"1821",4
"1822",7
"1823",4
"1824",7
"1825",7
"1826",4
"1827",7
"1828",4
"1829",7
"1830",7
"1831",4
"1832",7
"1833",7
"1834",7
"1835",7
"1836",7
"1837",4
"1838",7
"1839",7
"1840",7
"1841",7
"1842",7
"1843",7
"1844",7
"1845",7
"1846",7
"1847",7
"1848",4
"1849",7
"1850",7
"1851",7
"1852",7
"1853",7
"1854",7
"1855",7
"1856",7
"1857",7
"1858",7
"1859",7
"1860",7
"1861",7
"1862",7
"1863",7
"1864",6
"1865",4
"1866",7
"1867",4
"1868",7
"1869",3
"1870",7
"1871",7
"1872",6
"1873",4
"1874",4
"1875",7
"1876",4
"1877",7
"1878",4
"1879",7
"1880",4
"1881",4
"1882",7
"1883",4
"1884",7
"1885",7
"1886",4
"1887",7
"1888",1
"1889",1
"1890",7
"1891",7
"1892",3
"1893",5
"1894",4
"1895",4
"1896",4
"1897",1
"1898",4
"1899",4
"1900",4
"1901",7
"1902",4
"1903",7
"1904",7
"1905",7
"1906",7
"1907",4
"1908",4
"1909",7
"1910",7
"1911",7
"1912",7
"1913",7
"1914",2
"1915",7
"1916",7
"1917",7
"1918",7
"1919",7
"1920",7
"1921",7
"1922",1
"1923",7
"1924",7
"1925",4
"1926",7
"1927",7
"1928",7
"1929",7
"1930",7
"1931",7
"1932",7
"1933",6
"1934",7
"1935",7
"1936",7
"1937",7
"1938",3
"1939",7
"1940",7
"1941",7
"1942",7
"1943",7
"1944",7
"1945",7
"1946",7
"1947",7
"1948",7
"1949",7
"1950",7
"1951",7
"1952",7
"1953",7
"1954",7
"1955",7
"1956",7
"1957",4
"1958",7
"1959",7
"1960",7
"1961",7
"1962",7
"1963",7
"1964",4
"1965",7
"1966",7
"1967",7
"1968",7
"1969",7
"1970",7
"1971",7
"1972",7
"1973",7
"1974",1
"1975",1
"1976",1
"1977",7
"1978",7
"1979",7
"1980",1
"1981",1
"1982",7
"1983",1
"1984",7
"1985",1
"1986",1
"1987",4
"1988",3
"1989",7
"1990",7
"1991",1
"1992",7
"1993",7
"1994",7
"1995",1
"1996",1
"1997",2
"1998",7
"1999",7
"2000",7
"2001",7
"2002",4
"2003",7
"2004",1
"2005",7
"2006",1
"2007",1
"2008",7
"2009",4
"2010",7
"2011",7
"2012",4
"2013",7
"2014",7
"2015",7
"2016",4
"2017",7
"2018",4
"2019",7
"2020",1
"2021",4
"2022",3
"2023",7
"2024",4
"2025",4
"2026",1
"2027",6
"2028",7
"2029",7
"2030",1
"2031",2
"2032",7
"2033",7
"2034",7
"2035",7
"2036",4
"2037",1
"2038",1
"2039",1
"2040",1
"2041",2
"2042",2
"2043",3
"2044",3
"2045",4
"2046",1
"2047",2
"2048",3
"2049",3
"2050",3
"2051",3
"2052",3
"2053",5
"2054",3
"2055",3
"2056",3
"2057",5
"2058",6
"2059",4
"2060",6
"2061",6
"2062",5
"2063",4
"2064",3
"2068",4
"2069",2
"2070",2
"2071",2
"2072",4
"2073",4
"2074",4
"2075",2
"2076",1
"2077",7
"2078",3
"2079",2
"2080",1
"2081",1
"2082",5
"2083",1
"2084",1
"2085",3
"2086",1
"2087",1
"2088",3
"2089",4
"2090",1
"2091",2
"2092",2
"2093",3
"2094",1
"2095",3
"2096",6
"2097",6
"2098",2
"2099",1
"2100",1
"2101",1
"2102",6
"2103",1
"2104",1
"2105",1
"2106",1
"2107",1
"2108",4
"2109",4
"2110",1
"2111",5
"2112",1
"2113",1
"2114",1
"2115",2
"2116",4
"2117",1
"2118",4
"2119",4
"2120",7
"2121",6
"2122",5
"2123",1
"2124",4
"2125",6
"2126",1
"2127",3
"2128",1
"2129",3
"2130",1
"2131",4
"2132",4
"2133",7
